corp_code,statement_type,prev_year,next_year,revenue,operating_income,prev_deriv,next_deriv
00369569,separate,2004,2005,19562350112,4681815869,native,native
00369657,separate,2003,2004,6872610586,2458787905,native,native
00369833,consolidated,2012,2013,22992918669,666885379,native,native
00369833,separate,2009,2010,18792248298,1642630212,native,native
00370006,consolidated,2014,2015,16065353129,259789749,native,native
00370006,separate,2004,2005,5109332000,1649647000,native,native
00370006,separate,2006,2007,7077897179,1916550625,native,native
00370200,separate,2004,2005,1663877185,,native,native
00370255,consolidated,2012,2013,51085150556,1294333990,native,native
00370255,separate,2003,2004,4496542927,125202209,native,native
00370255,separate,2013,2014,52228644154,1415579380,native,native
00370918,separate,2015,2016,11217760232,1855678826,native,native
00371485,consolidated,2012,2013,69862350391,6204164653,native,native
00371485,separate,2006,2007,25776005844,1644148349,native,native
00371740,consolidated,2019,2020,9469862940,939904876,native,native
00371740,separate,2003,2004,14162728000,1104462000,native,native
00371740,separate,2007,2008,39996284867,-241043300,native,native
00372226,consolidated,2012,2013,25106454201,-1548787305,native,native
00372226,separate,2010,2011,22691354344,5440973060,native,native
00372688,consolidated,2013,2014,6235546338,192153093,native,native
00372688,consolidated,2015,2016,5282759071,-546987685,native,native
00372688,consolidated,2022,2023,4457609464,-1595751144,native,native
00372688,separate,2007,2008,1839931050,468085679,native,native
00372873,separate,2003,2004,20835986461,3271095952,native,native
00372873,separate,2009,2010,84727280692,5014818456,native,native
00372882,consolidated,2014,2015,205640251394,6246152984,native,native
00372882,separate,2007,2008,53809291456,2527807885,native,native
00372882,separate,2009,2010,82803302433,4672937255,native,native
00373021,consolidated,2012,2013,8365473662,115876707,native,native
00373021,separate,2007,2008,11668766813,250868534,native,native
00373447,consolidated,2013,2014,9152124557,1062549114,native,native
00373447,separate,2005,2006,3621686000,287739000,native,native
00373571,consolidated,2012,2013,4507178302,-64909228,native,native
00374020,consolidated,2016,2017,12007314514,5482999986,native,native
00374020,separate,2016,2017,12007314514,5514527519,native,native
00374738,consolidated,2022,2023,5874941510,-971046918,native,native
00374738,separate,2019,2020,5737709967,340062582,native,native
00375931,separate,2003,2004,13942285994,2898556613,native,native
00375931,separate,2005,2006,201200000,795987674,native,native
00377018,consolidated,2013,2014,23188634208,3007840874,native,native
00377018,separate,2013,2014,23100076978,3019905905,native,native
00377610,consolidated,2012,2013,928585942416,47005865889,native,native
00377610,separate,2006,2007,29168200385,27346484295,native,native
00378220,consolidated,2019,2020,4398913302,283112735,native,native
00378220,consolidated,2021,2022,8509769854,-799703498,native,native
00378220,separate,2003,2004,4362843000,385375000,native,native
00378628,consolidated,2010,2011,103501159949,14292411741,native,native
00378628,separate,2003,2004,22280079553,5305352771,native,native
00379229,consolidated,2007,2008,34080021779,4098681950,native,native
00379229,consolidated,2012,2013,710576739,-968199749,native,native
00379229,separate,2007,2008,7517410646,46968315,native,native
00380429,consolidated,2012,2013,5069146002,219007048,native,native
00382199,separate,2003,2004,184460000000,145256000000,native,native
00384717,consolidated,2012,2013,12033367130,206768400,native,native
00384717,separate,2005,2006,4412201554,126275835,native,native
00384762,consolidated,2011,2012,23747464854,999782754,native,native
00384887,consolidated,2012,2013,63087416292,746357518,native,native
00384887,separate,2008,2009,35845071583,3030762640,native,native
00385336,consolidated,2007,2008,103652619927,1157368374,native,native
00385336,consolidated,2012,2013,9720470782,-4108166553,native,native
00385336,consolidated,2018,2019,14025041499,-2100990990,native,native
00385336,separate,2007,2008,30015104133,1557942490,native,native
00385415,consolidated,2013,2014,3928743555,1261765381,native,native
00385415,separate,2007,2008,2337219452,247037416,native,native
00389110,consolidated,2011,2012,10028028374,1005079744,native,native
00389110,separate,2004,2005,2917948000,195303000,native,native
00389110,separate,2006,2007,9082614497,1386939199,native,native
00389970,consolidated,2012,2013,29262367052,430527195,native,native
00389970,separate,2005,2006,14067416000,438567000,native,native
00389998,consolidated,2012,2013,9429421315,-1210688361,native,native
00389998,separate,2002,2003,10996469143,561550388,native,native
00390055,consolidated,2019,2020,30391448443,3425126837,native,native
00390408,consolidated,2012,2013,5843474249,-343942044,native,native
00390408,consolidated,2015,2016,11539671093,-2060294681,native,native
00390408,separate,2003,2004,6303954000,565417000,native,native
00390514,consolidated,2012,2013,8559233838,-427637378,native,native
00390514,separate,2003,2004,1070741388,-1209314623,native,native
00390514,separate,2007,2008,5589268222,-379018922,native,native
00390860,consolidated,2012,2013,43996754674,1104897162,native,native
00390860,separate,2007,2008,3385563694,172628740,native,native
00390903,consolidated,2010,2011,35299477553,3894632866,native,native
00390903,separate,2003,2004,5988603482,1805431530,native,native
00390903,separate,2010,2011,33451348483,3979786475,native,native
00392691,consolidated,2011,2012,9761737677,-306771435,native,native
00392691,consolidated,2016,2017,3620775681,-1034478441,native,native
00392691,separate,2004,2005,3205962000,821707000,native,native
00392691,separate,2007,2008,4137925878,188202925,native,native
00396925,consolidated,2021,2022,13393840757,620109760,native,native
00396925,separate,2021,2022,13070182936,829249180,native,native
00397058,consolidated,2012,2013,9197356857,-1858625152,native,native
00397058,consolidated,2017,2018,6871408868,1326998607,native,native
00397058,separate,2007,2008,13697493348,2447065442,native,native
00397191,consolidated,2012,2013,9554674209,463479140,native,native
00397191,consolidated,2023,2024,13063094967,430650296,native,native
00397191,separate,2006,2007,1682535000,413504000,native,native
00397252,consolidated,2012,2013,11130961513,1160792969,native,native
00397252,separate,2008,2009,5396835205,778372324,native,native
00397289,consolidated,2011,2012,99655151251,599802588,native,native
00398668,consolidated,2012,2013,15137646788,1342344814,native,native
00398668,separate,2007,2008,6433524889,749869290,native,native
00398701,consolidated,2012,2013,50436249326,-1517517667,native,native
00398701,separate,2007,2008,13234189034,-770132196,native,native
00398792,consolidated,2010,2011,204194466160,11249398842,native,native
00398792,separate,2001,2002,72422404637,3727403585,native,native
00398792,separate,2003,2004,132295000000,12409000000,native,native
00398792,separate,2007,2008,143273753118,14890189786,native,native
00398808,consolidated,2015,2016,21583352475,1633704418,native,native
00398808,separate,2006,2007,4182021000,365388000,native,native
00399694,consolidated,2010,2011,13710096817,2088864673,native,native
00399694,separate,2003,2004,1186964243,40707042,native,native
00399694,separate,2007,2008,11830855731,1901776541,native,native
00400121,consolidated,2019,2020,10049589095000000,-2205788303000000,native,native
00400121,separate,2003,2004,5363777000,25983000,native,native
00400857,consolidated,2012,2013,96964928854,6278278434,native,native
00401731,separate,2004,2005,5958530000000,279836000000,native,native
00401731,separate,2006,2007,6033709000000,172880000000,native,native
00402110,consolidated,2016,2017,2366958489,-225714836,native,native
00402110,separate,2011,2012,1522657083,-570702772,native,native
00403632,consolidated,2010,2011,58830143586,12912441846,native,native
00403632,separate,2010,2011,9157741126,2707538704,native,native
00403766,separate,2018,2019,17278805787,1457450239,native,native
00403793,consolidated,2020,2021,7694370621,-1896968424,native,native
00403793,separate,2020,2021,7585870621,-1414682900,native,native
00404288,separate,2014,2015,5574804954,885483658,native,native
00404941,consolidated,2024,2025,33741036662,2134299883,native,native
00405278,consolidated,2012,2013,27262383334,4550745746,native,native
00405278,separate,2004,2005,7107822250,357582945,native,native
00405320,consolidated,2010,2011,13246595577,946825614,native,native
00405320,separate,2002,2003,12990951029,8792215116,native,native
00405506,separate,2021,2022,3148474311,-103555734,native,native
00405719,consolidated,2013,2014,5271352833,-2060724366,native,native
00405719,separate,2005,2006,7854015961,253565341,native,native
00405959,consolidated,2012,2013,32035228084,202604230,native,native
00405959,separate,2009,2010,18429851678,2921710902,native,native
00406037,consolidated,2012,2013,5602450032,-470497650,native,native
00406037,consolidated,2017,2018,15344337014,619033023,native,native
00406046,consolidated,2010,2011,206710982948,9109752506,native,native
00406046,separate,2008,2009,211820762731,23551997511,native,native
00406329,consolidated,2012,2013,124581728124,7439911452,native,native
00406329,separate,2006,2007,3010399349,480343656,native,native
00406727,consolidated,2012,2013,7987493232,-1104546478,native,native
00406727,separate,2003,2004,12048743202,1887944772,native,native
00407036,separate,2022,2023,1745299766,-99929460,native,native
00407285,separate,2008,2009,5938571752,815576354,native,native
00407814,consolidated,2012,2013,507652311,-1985737841,native,native
00407814,separate,2005,2006,923164245,2464427284,native,native
00407814,separate,2007,2008,1598203575,256599240,native,native
00408266,consolidated,2016,2017,9356881725,433399793,native,native
00408266,separate,2016,2017,9289627358,410405152,native,native
00409140,consolidated,2012,2013,5693732812,-151794988,native,native
00409140,separate,2009,2010,5346820853,182686565,native,native
00409371,consolidated,2012,2013,9105884296,-4737035638,native,native
00409672,consolidated,2010,2011,111778124784,13933439661,native,native
00409672,consolidated,2021,2022,40397892124,-1789506802,native,native
00409672,separate,2007,2008,43103954701,344680034,native,native
00409681,consolidated,2015,2016,20966165212,1733291687,native,native
00409681,separate,2014,2015,19675731962,174161284,native,native
00409788,consolidated,2012,2013,155230805740,6622983279,native,native
00409788,separate,2005,2006,16546850206,2451193575,native,native
00409964,separate,2010,2011,16476063645,3425032614,native,native
00410915,consolidated,2012,2013,3287126832,236417000,native,native
00410915,separate,2008,2009,2217592521,-210116999,native,native
00410997,consolidated,2012,2013,8646009740,259557752,native,native
00410997,consolidated,2016,2017,6476409173,-115077910,native,native
00410997,separate,2010,2011,9608544713,777218217,native,native
00411048,separate,2008,2009,11421232009,1127292716,native,native
00411385,consolidated,2012,2013,21538110838,3616108875,native,native
00411385,separate,2008,2009,12126777774,2023241592,native,native
00411446,consolidated,2012,2013,5656949954,930229063,native,native
00411446,separate,2006,2007,3639752054,386815119,native,native
00411808,separate,2022,2023,22610913486,3326335401,native,native
00412348,consolidated,2017,2018,40689783002,1755485563,native,native
00412348,separate,2010,2011,19232403583,2720791350,native,native
00412597,consolidated,2015,2016,234934029223,38158011370,native,native
00412597,separate,2010,2011,183112900656,44652402078,native,native
00413046,consolidated,2012,2013,80792650654,43538457386,native,native
00413046,separate,2007,2008,12008832744,483669559,native,native
00413417,consolidated,2016,2017,46238453101,9360714547,native,native
00413417,separate,2016,2017,18524388913,2539530577,native,native
00413523,consolidated,2012,2013,41903563151,2421994676,native,native
00413523,separate,2009,2010,20565324053,2048940432,native,native
00414601,consolidated,2012,2013,43493557947,1037735078,native,native
00414601,separate,2004,2005,39580561000,3445512000,native,native
00414601,separate,2006,2007,46357187000,3148411000,native,native
00414850,consolidated,2012,2013,60603648217,2131459629,native,native
00414850,separate,2007,2008,31950288518,475624217,native,native
00415327,consolidated,2021,2022,10339054285,2189365022,native,native
00415327,separate,2003,2004,1805930804,181178238,native,native
00415327,separate,2010,2011,3053635866,551632698,native,native
00415594,consolidated,2012,2013,24674425396,-1128396267,native,native
00415594,separate,2009,2010,15908864028,723784362,native,native
00415628,consolidated,2015,2016,158912395394,12671202026,native,native
00415628,separate,2015,2016,125046375694,8777594677,native,native
00415646,consolidated,2018,2019,97744633443,5091175770,native,native
00415646,separate,2018,2019,75976317602,3862851598,native,native
00415707,consolidated,2012,2013,9220100795,733283752,native,native
00415707,separate,2007,2008,3056973263,-1969150305,native,native
00416414,consolidated,2021,2022,3345751138,-1028019366,native,native
00416654,consolidated,2012,2013,11356170022,-736745622,native,native
00416654,separate,2004,2005,7620532821,1201171859,native,native
00417167,consolidated,2021,2022,11952118082,1379551975,native,native
00417167,separate,2021,2022,11136242180,1396982431,native,native
00422284,consolidated,2012,2013,79762227827,13059613016,native,native
00422284,separate,2004,2005,16661858000,5027401000,native,native
00422284,separate,2007,2008,49080074174,16315413361,native,native
00422895,consolidated,2012,2013,44158895592,7300481297,native,native
00422895,separate,2007,2008,32797106512,660254099,native,native
00423177,consolidated,2016,2017,27090542268,867657812,native,native
00423177,separate,2004,2005,11594008000,1170190000,native,native
00423690,consolidated,2012,2013,35509235142,1918902654,native,native
00423690,separate,2007,2008,14639636381,1574119261,native,native
00425351,consolidated,2012,2013,21280779610,330274785,native,native
00425351,separate,2006,2007,11644256970,1527004156,native,native
00426068,consolidated,2012,2013,18328211180,-66548369,native,native
00426068,consolidated,2018,2019,6482991054,-1050075128,native,native
00426068,separate,2007,2008,3755490541,-158298023,native,native
00426086,consolidated,2012,2013,208895149949,13071118584,native,native
00426086,separate,2006,2007,0,9433727882,native,native
00426828,consolidated,2023,2024,2325566296,-997605321,native,native
00426828,separate,2023,2024,2302487971,-969795966,native,native
00427483,consolidated,2012,2013,163370861838,16307707222,native,native
00428251,consolidated,2005,2006,2240167155000,242305531000,native,native
00428251,consolidated,2010,2011,347755034000,121505112000,native,native
00428251,separate,2007,2008,469685344000,43851561000,native,native
00428321,consolidated,2012,2013,163050323847,2580289464,native,native
00428321,separate,2010,2011,153415343517,933038011,native,native
00428321,separate,2012,2013,160991731969,2981198727,native,native
00428729,consolidated,2012,2013,34123683785,169241969,native,native
00429694,consolidated,2015,2016,13526444139,-1570457856,native,native
00429694,separate,2014,2015,13343397678,-1841433777,native,native
00435312,consolidated,2017,2018,37191839459,-2591516335,native,native
00435312,separate,2003,2004,20349454000,3611467000,native,native
00435969,consolidated,2012,2013,15285864100,-840791942,native,native
00435969,separate,2010,2011,11077988744,2020516125,native,native
00438036,consolidated,2012,2013,37750212278,286947063,native,native
00438036,separate,2005,2006,16053788000,1594106000,native,native
00439965,consolidated,2012,2013,8769979089,602412410,native,native
00439965,separate,2010,2011,7145637043,1848407652,native,native
00440712,consolidated,2016,2017,3056837276,-1200731983,native,native
00440712,separate,2006,2007,18908541473,6313307629,native,native
00440712,separate,2010,2011,8678127721,-1596050643,native,native
00441304,consolidated,2012,2013,71884711659,4684726825,native,native
00441304,separate,2007,2008,40047552039,1273567326,native,native
00441447,separate,2006,2007,9374135847,991401898,native,native
00441650,separate,2010,2011,2153185469,-361135182,native,native
00442048,consolidated,2012,2013,20030028683,1990299948,native,native
00442048,separate,2012,2013,19211889715,1707408177,native,native
00442145,consolidated,2012,2013,30064183008,-1318458024,native,native
00442154,consolidated,2012,2013,30938820092,942743237,native,native
00442154,separate,2010,2011,13877723376,4608137861,native,native
00442455,consolidated,2012,2013,59164387247,700542860,native,native
00442455,separate,2005,2006,20903406734,562998386,native,native
00442561,consolidated,2014,2015,4623386476,-919612781,native,native
00442570,consolidated,2012,2013,37745456224,1606619613,native,native
00442570,separate,2006,2007,11588053000,1092323000,native,native
00442826,consolidated,2012,2013,10990642323,1314985629,native,native
00442826,separate,2005,2006,5153839961,626766301,native,native
00442835,separate,2006,2007,22284656000,3173477000,native,native
00442905,consolidated,2012,2013,8428620898,956866728,native,native
00442905,separate,2008,2009,2722842807,200170511,native,native
00444329,consolidated,2010,2011,28466386698,3426425807,native,native
00444329,separate,2009,2010,23177791483,8498387787,native,native
00445054,consolidated,2012,2013,51410124250,-4588216201,native,native
00445160,consolidated,2014,2015,3906389969,-1570596270,native,native
00445799,consolidated,2012,2013,59928892391,5640296255,native,native
00445799,separate,2007,2008,26678315358,1756967136,native,native
00445841,consolidated,2012,2013,15826382291,833170894,native,native
00445841,separate,2007,2008,12564246233,856296602,native,native
00447007,separate,2017,2018,22122798693,2649781278,native,native
00447487,consolidated,2012,2013,3641979591,-1638528733,native,native
00447502,consolidated,2012,2013,4809081216,126474642,native,native
00447502,separate,2007,2008,2317913124,-297896834,native,native
00447575,consolidated,2019,2020,104922795862,36857905516,native,native
00447575,separate,2019,2020,33229502726,-526110530,native,native
00447609,consolidated,2012,2013,78286747771,6951451068,native,native
00447609,separate,2006,2007,11611281042,583504349,native,native
00447760,consolidated,2012,2013,15019243000,-2059365000,native,native
00447760,separate,2004,2005,8008428000,951780000,native,native
00447760,separate,2007,2008,9252422000,1562282000,native,native
00447928,consolidated,2012,2013,9786199890,1142857488,native,native
00447928,separate,2007,2008,6119764569,1472227410,native,native
00449254,consolidated,2014,2015,5241597046,559155551,native,native
00449254,separate,2008,2009,5049309726,860197705,native,native
00449379,consolidated,2012,2013,103902779560,689736354,native,native
00449379,separate,2005,2006,8791238000,873215000,native,native
00450010,consolidated,2019,2020,69971628604,2052728268,native,native
00450010,separate,2019,2020,50173604313,963419857,native,native
00450931,separate,2012,2013,56195767000,6222912000,native,native
00450995,consolidated,2019,2020,15633290559,2504567646,native,native
00450995,separate,2019,2020,14840008090,2632124526,native,native
00453284,consolidated,2020,2021,123856085883,10753563453,native,native
00453284,separate,2020,2021,120895438592,7055630779,native,native
00453442,separate,2021,2022,3555620824,-305046366,native,native
00453929,consolidated,2012,2013,9120699820,-164556391,native,native
00453929,separate,2006,2007,3097531132,,native,native
00454399,consolidated,2011,2012,12351110645,1416035749,native,native
00454399,separate,2006,2007,11456956000,891928000,native,native
00454937,consolidated,2015,2016,29426451482,-2968386686,native,native
00454937,separate,2014,2015,20276091117,795027013,native,native
00455875,separate,2005,2006,3537327000,501869000,native,native
00456218,consolidated,2012,2013,36495615789,4794117500,native,native
00458234,consolidated,2018,2019,60546784536,1848195689,native,native
00458234,separate,2018,2019,60545559715,1958160507,native,native
00459871,consolidated,2012,2013,88085060176,14390466602,native,native
00459871,separate,2004,2005,15878780752,15345458872,native,native
00462121,consolidated,2012,2013,17977836784,-1129055061,native,native
00462121,separate,2004,2005,3522862970,983216739,native,native
00463342,consolidated,2013,2014,11953810411,583285919,native,native
00463342,separate,2004,2005,2182699983,147061686,native,native
00466428,separate,2007,2008,2559354582,-1612849414,native,native
00468374,consolidated,2003,2004,36405459739,605427984,native,native
00468374,consolidated,2012,2013,26722427330,2369662503,native,native
00468374,separate,2007,2008,11748301298,2156173094,native,native
00470829,consolidated,2007,2008,43141828161,2339914780,native,native
00470829,consolidated,2012,2013,13091849228,-1230570139,native,native
00470829,consolidated,2021,2022,12292175132,-1435203889,native,native
00470829,separate,2003,2004,10535605130,632229525,native,native
00470829,separate,2007,2008,13980510052,465306284,native,native
00471068,consolidated,2013,2014,24282555474,2028302785,native,native
00472890,consolidated,2012,2013,30446943669,1752762083,native,native
00472890,separate,2003,2004,12211888406,875437186,native,native
00472890,separate,2007,2008,36558452565,1893799722,native,native
00475718,consolidated,2012,2013,29528338275,669378242,native,native
00475718,separate,2008,2009,12316744242,-487527740,native,native
00475976,consolidated,2012,2013,10301203551,1020460339,native,native
00475976,consolidated,2015,2016,6729800377,-780631486,native,native
00475976,separate,2006,2007,7815114000,1183070000,native,native
00475985,consolidated,2012,2013,6644705969,-3244540982,native,native
00475985,separate,2005,2006,51008501000,8441269000,native,native
00476036,consolidated,2020,2021,25098588111,1482802908,native,native
00476498,consolidated,2010,2011,7318228621,278980879,native,native
00476498,separate,2007,2008,9217639015,3785966700,native,native
00478900,consolidated,2012,2013,22021456261,4601348928,native,native
00479705,consolidated,2012,2013,14897313673,107837811,native,native
00479705,consolidated,2014,2015,15046890754,82818573,native,native
00479705,separate,2005,2006,5938203007,238993419,native,native
00479705,separate,2007,2008,7147096207,176989000,native,native
00479787,consolidated,2016,2017,3205910115,-1135799809,native,native
00479787,separate,2010,2011,5703052557,846555515,native,native
00480048,consolidated,2012,2013,19454708673,4768448997,native,native
00480048,separate,2005,2006,12041865000,3475683000,native,native
00480367,consolidated,2017,2018,34885191896,-8842768888,native,native
00480367,separate,2008,2009,17453930953,3261676138,native,native
00480455,separate,2007,2008,355437913284,35912972365,native,native
00480783,consolidated,2012,2013,30231226133,701178643,native,native
00480783,separate,2007,2008,10331739288,833080055,native,native
00482426,consolidated,2011,2012,24304433415,3746626030,native,native
00482426,separate,2010,2011,19604185854,4771684405,native,native
00483735,consolidated,2013,2014,39564433439,4048053103,native,native
00483735,separate,2013,2014,39994695082,3394643309,native,native
00484682,consolidated,2012,2013,16754618534,464794633,native,native
00484682,separate,2005,2006,16677989225,1947096895,native,native
00485177,consolidated,2014,2015,23937948008,1123163375,native,native
00485177,separate,2007,2008,20345402266,1502582235,native,native
00486097,consolidated,2016,2017,28199747352,7529705754,native,native
00486097,separate,2013,2014,6360437264,1500432696,native,native
00486370,consolidated,2012,2013,35145697649,1847704398,native,native
00486370,separate,2006,2007,6412980173,333119795,native,native
00486705,consolidated,2021,2022,268940418445,9644455419,native,native
00486705,separate,2021,2022,156433644137,4243672126,native,native
00486875,separate,2019,2020,35586232969,2505063130,native,native
00487546,consolidated,2012,2013,44858233891,5479696100,native,native
00487546,separate,2008,2009,7418240674,1775693782,native,native
00488989,consolidated,2012,2013,19780891298,569805702,native,native
00488989,separate,2004,2005,11944795455,609335074,native,native
00489243,consolidated,2012,2013,14314501003,1413852887,native,native
00489243,separate,2007,2008,2794607632,262708541,native,native
00490151,consolidated,2012,2013,253659752136,29948743371,native,native
00490151,separate,2006,2007,11837288000,1793629000,native,native
00490179,consolidated,2010,2011,4759704608,973238772,native,native
00490179,separate,2005,2006,5006740390,1339064233,native,native
00491053,consolidated,2012,2013,14341562467,153784997,native,native
00491053,separate,2005,2006,2412154726,336938800,native,native
00491415,consolidated,2014,2015,4650735667,2979448383,native,native
00491415,separate,2009,2010,3457769404,2212483129,native,native
00491938,consolidated,2013,2014,12812854850,178949697,native,native
00491938,separate,2013,2014,10913812963,326031405,native,native
00492353,consolidated,2013,2014,4216441158,-543160760,native,native
00492353,separate,2013,2014,4108714575,-436504727,native,native
00492706,consolidated,2023,2024,44392728210,746539553,native,native
00492706,separate,2023,2024,41825942675,1686644702,native,native
00492894,consolidated,2012,2013,12336945297,-4153498982,native,native
00492894,separate,2005,2006,2685296710,250796244,native,native
00493185,consolidated,2016,2017,161212716154,7065420935,native,native
00493185,separate,2006,2007,4865308259,1538685208,native,native
00493325,consolidated,2021,2022,8507993772,278643356,native,native
00493325,separate,2021,2022,7028880779,457591669,native,native
00493510,consolidated,2012,2013,28803278026,200083917,native,native
00494218,consolidated,2012,2013,20640068464,2971225318,native,native
00494218,separate,2007,2008,15887237876,1860450388,native,native
00494476,consolidated,2012,2013,39999606988,6383669723,native,native
00494476,separate,2007,2008,7393491786,812869445,native,native
00494546,consolidated,2021,2022,2433751600,-1050244569,native,native
00494546,separate,2021,2022,2137812741,-1073428942,native,native
00495086,consolidated,2015,2016,20121813299,-3528941291,native,native
00495633,consolidated,2023,2024,19156488774,495308593,native,native
00495633,separate,2023,2024,8586884801,83859661,native,native
00497631,consolidated,2012,2013,26418264807,946513166,native,native
00497631,separate,2008,2009,14049421523,1279745435,native,native
00498001,consolidated,2012,2013,58132099986,4678490942,native,native
00498001,separate,2009,2010,29736444452,1354718572,native,native
00500254,separate,2004,2005,135255157746,128000689134,native,native
00503668,consolidated,2015,2016,401448830656,27057238109,native,native
00503668,consolidated,2019,2020,352181736322,26798118799,native,native
00503668,separate,2015,2016,401209588449,27163443820,native,native
00506294,consolidated,2011,2012,14755595614,1218735843,native,native
00506294,separate,2005,2006,3656168000,453358000,native,native
00508274,consolidated,2010,2011,21795479267,4422573550,native,native
00508274,separate,2004,2005,12939780397,760942558,native,native
00508344,consolidated,2015,2016,53024749646,2996565988,native,native
00508344,separate,2015,2016,53194749646,3578506616,native,native
00513948,consolidated,2015,2016,19978978083,337844220,native,native
00513948,separate,2014,2015,20249687903,947548450,native,native
00516246,consolidated,2012,2013,10604117606,1634739457,native,native
00516246,separate,2007,2008,3286015523,492981035,native,native
00519252,consolidated,2014,2015,6263657962,-25319344087,native,native
00519252,separate,2007,2008,24082636195,553445656,native,native
00520610,separate,2011,2012,5391608831,117405090,native,native
00520887,consolidated,2012,2013,25747238398,-2477793816,native,native
00520887,separate,2008,2009,15035646643,2942063702,native,native
00521390,consolidated,2016,2017,31108680655,6773896124,native,native
00521390,separate,2016,2017,31103837222,6821251207,native,native
00522007,consolidated,2018,2019,52131916347,5713828458,native,native
00522007,separate,2018,2019,51851304299,5898962095,native,native
00523307,consolidated,2014,2015,10253489511,844468976,native,native
00523307,separate,2010,2011,7866527585,1148782957,native,native
00523936,consolidated,2020,2021,6089401246,-1872162881,native,native
00523936,separate,2020,2021,6089401246,-1874355881,native,native
00524421,consolidated,2013,2014,53499314871,11662925178,native,native
00524421,separate,2007,2008,17367000119,2459693186,native,native
00524786,consolidated,2012,2013,9875426710,643615170,native,native
00524786,separate,2007,2008,5730411267,1156874630,native,native
00525642,consolidated,2020,2021,39229214648,286628533,native,native
00525642,separate,2008,2009,19390483814,4594739363,native,native
00525679,consolidated,2010,2011,79520056140,1048087238,native,native
00525679,separate,2005,2006,7584927873,578108296,native,native
00525864,separate,2016,2017,6384447066,1498757417,native,native
00525882,consolidated,2012,2013,34281215634,5130542861,native,native
00525882,separate,2008,2009,23927546267,1990593591,native,native
00525934,consolidated,2012,2013,93017601745,5254142597,native,native
00525934,separate,2010,2011,66547078029,7049369689,native,native
00526599,consolidated,2016,2017,31992978845,8529272950,native,native
00526599,separate,2016,2017,26666994979,9199795599,native,native
00526678,consolidated,2012,2013,6771931622,-851808113,native,native
00526678,separate,2009,2010,9753002602,1181673692,native,native
00526696,consolidated,2012,2013,3325246738,-2131024745,native,native
00526696,separate,2007,2008,9275068809,1962055335,native,native
00526836,consolidated,2012,2013,67329494716,-1964079272,native,native
00526836,separate,2007,2008,27624774772,1143854325,native,native
00526872,separate,2008,2009,670905025,-1362500035,native,native
00526951,consolidated,2012,2013,23077958006,900847420,native,native
00526951,separate,2007,2008,11745584578,1581101166,native,native
00527002,consolidated,2023,2024,21630122401,964654298,native,native
00527002,separate,2022,2023,16743328570,663214782,native,native
00527464,consolidated,2016,2017,6426227904,143680246,native,native
00527464,separate,2016,2017,6257887354,185284815,native,native
00527491,consolidated,2017,2018,2014739935,-1022299447,native,native
00527491,separate,2008,2009,3632483340,640733583,native,native
00528515,consolidated,2012,2013,6848652251,-760036694,native,native
00528515,separate,2007,2008,6758623358,1623112691,native,native
00529815,consolidated,2012,2013,19982429639,2678264909,native,native
00529815,separate,2007,2008,7852098335,1594233703,native,native
00530121,consolidated,2012,2013,7078187149,598773243,native,native
00530121,separate,2009,2010,3887165788,-308650581,native,native
00530185,consolidated,2012,2013,53476267896,1117273620,native,native
00530185,separate,2009,2010,25482087718,2854900634,native,native
00530413,consolidated,2015,2016,1964012244,-1170845182,native,native
00530413,separate,2015,2016,1816088094,-857255062,native,native
00530556,consolidated,2016,2017,44569246975,7137349373,native,native
00530556,separate,2015,2016,9582379474,-1608010493,native,native
00531014,consolidated,2012,2013,25290791681,6750558093,native,native
00531829,consolidated,2018,2019,7454998535,1309230789,native,native
00531829,separate,2018,2019,7454998535,1309230789,native,native
00531865,consolidated,2016,2017,17866543722,3301666770,native,native
00531865,separate,2016,2017,16806760280,3330996817,native,native
00531917,consolidated,2012,2013,57500709309,4725350532,native,native
00531917,separate,2009,2010,20063599325,2310175824,native,native
00532059,separate,2009,2010,11450246055,693310960,native,native
00532129,consolidated,2020,2021,8258337158,-1370268259,native,native
00532129,separate,2020,2021,8222026867,-1440368844,native,native
00532855,consolidated,2018,2019,11638202173,-574612377,native,native
00532855,separate,2018,2019,11638202173,-464303371,native,native
00533003,consolidated,2020,2021,18429805826,524652513,native,native
00533003,separate,2010,2011,10009411346,1624816811,native,native
00533191,consolidated,2018,2019,10514181350,-686804875,native,native
00533191,consolidated,2020,2021,14194952858,-1732931265,native,native
00533191,separate,2006,2007,3043878318,-1231451847,native,native
00533508,consolidated,2012,2013,31897742094,64658462,native,native
00533508,separate,2007,2008,13225986905,449686352,native,native
00533924,consolidated,2012,2013,17265407310,101723794,native,native
00533924,separate,2010,2011,17097050122,1756249535,native,native
00534598,consolidated,2021,2022,15072879565,-1750980701,native,native
00534598,separate,2021,2022,12949621082,-1927126647,native,native
00534701,separate,2021,2022,23116468191,517087671,native,native
00535375,consolidated,2013,2014,4630681066,799872103,native,native
00535375,separate,2011,2012,3251961964,779679727,native,native
00535481,consolidated,2015,2016,55453537860,1611597721,native,native
00535481,separate,2015,2016,32915725219,1686495375,native,native
00535676,consolidated,2013,2014,21673975783,2420104990,native,native
00535676,separate,2011,2012,12698294226,241534839,native,native
00535746,consolidated,2010,2011,6374903424,2662664767,native,native
00535746,separate,2009,2010,6296019119,3538154663,native,native
